longitude,latitude,zipcode,streets_motorways,streets_major,streets_minor,streets_pedestrian,public_transport_station,public_transport_stops,public_buildings,residential_buildings,schools,universities,parkings,hospitals,entertainments,leisures,bars,shops,tourisms,successful_restaurants
8.602538889450406,47.42183989585762,8304,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.605189464743097,47.42183986521811,8304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.473985985908925,47.42004093448956,8102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.476636470911822,47.42004090385196,8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.479286955913183,47.42004087321438,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.481937440913006,47.42004084257678,8049,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8.48458792591129,47.42004081193919,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.487238410908038,47.42004078130159,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.489888895903247,47.420040750664,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.49253938089692,47.42004072002641,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.495189865889055,47.42004068938882,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.497840350879651,47.42004065875123,8046,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
8.50049083586871,47.42004062811364,8046,0,0,5,21,0,0,0,11,0,0,0,0,0,0,0,0,0,0
8.503141320856232,47.42004059747604,8046,0,3,6,17,0,1,0,2,1,0,0,0,0,1,0,3,0,0
8.505791805842216,47.42004056683846,8046,0,2,4,36,0,2,0,11,1,0,0,0,0,1,0,4,1,0
8.508442290826663,47.42004053620087,8046,0,0,7,32,1,3,0,0,0,0,2,0,0,0,0,11,0,0
8.511092775809571,47.42004050556328,8046,0,0,1,9,0,0,0,0,1,0,0,0,0,8,0,0,0,0
8.513743260790942,47.42004047492568,8046,0,0,8,11,0,0,0,0,1,0,2,0,0,8,0,0,0,0
8.516393745770776,47.4200404442881,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.519044230749071,47.4200404136505,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.521694715725829,47.42004038301291,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.524345200701049,47.42004035237532,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.526995685674732,47.42004032173774,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.529646170646878,47.42004029110016,8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.532296655617484,47.42004026046257,8052,0,0,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.534947140586555,47.42004022982498,8052,0,0,2,14,0,2,0,3,2,0,1,0,0,3,0,0,0,0
8.537597625554087,47.4200401991874,8052,0,0,4,13,0,2,0,28,0,0,2,0,0,1,0,1,0,0
8.540248110520082,47.42004016854982,8052,0,0,6,23,0,0,0,33,1,0,0,0,0,0,0,1,1,0
8.542898595484539,47.42004013791223,8052,0,0,7,16,0,0,0,12,2,0,0,0,0,6,0,0,1,0
8.545549080447458,47.42004010727464,8052,0,0,5,13,0,0,0,28,1,0,0,0,0,2,0,0,0,0
8.54819956540884,47.42004007663706,8052,0,11,5,25,0,5,0,13,0,0,2,0,0,1,0,10,0,1
8.550850050368684,47.42004004599947,8052,0,0,1,17,0,0,0,2,0,0,0,0,0,0,1,0,0,0
8.553500535326991,47.4200400153619,8052,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.55615102028376,47.42003998472431,8152,0,9,7,24,0,4,0,0,0,0,3,0,0,1,0,3,1,0
8.558801505238991,47.42003995408673,8152,0,0,6,10,0,2,0,2,0,0,1,0,0,1,0,0,0,1
8.561451990192685,47.42003992344915,8152,0,0,1,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0
8.564102475144841,47.42003989281156,8152,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,1,0
8.56675296009546,47.42003986217397,8152,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8.569403445044541,47.42003983153638,8152,0,0,0,8,0,0,0,0,0,0,2,0,0,1,0,0,1,0
8.572053929992084,47.42003980089878,8304,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,3,0
8.57470441493809,47.4200397702612,8304,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.577354899882558,47.42003973962361,8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.580005384825489,47.42003970898602,8304,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.582655869766882,47.42003967834844,8304,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.585306354706736,47.42003964771086,8304,0,0,8,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
8.587956839645054,47.42003961707327,8304,0,0,11,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0
8.590607324581834,47.42003958643568,8304,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.593257809517077,47.4200395557981,8304,0,0,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.595908294450782,47.42003952516051,8304,0,2,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.598558779382948,47.42003949452292,8304,0,7,12,26,0,1,0,0,1,0,0,0,0,1,0,1,1,0
8.601209264313578,47.42003946388534,8304,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
8.60385974924267,47.42003943324775,8304,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.473985985908925,47.41824050195346,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.476636380556986,47.41824047131779,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.47928677520351,47.41824044068213,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.481937169848496,47.41824041004647,8049,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8.484587564491946,47.4182403794108,8049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.487237959133859,47.41824034877512,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.489888353774234,47.41824031813945,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.492538748413072,47.41824028750378,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.495189143050371,47.4182402568681,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.497839537686135,47.41824022623243,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50048993232036,47.41824019559676,8046,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.503140326953048,47.41824016496109,8046,0,0,5,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8.505790721584198,47.41824013432543,8046,0,2,9,24,0,2,0,12,1,0,1,0,0,0,0,4,1,0
8.508441116213811,47.41824010368976,8046,0,3,3,16,0,0,0,32,0,0,2,0,0,0,0,1,0,0
8.511091510841887,47.41824007305409,8046,0,1,4,21,0,0,0,23,1,0,0,0,0,4,0,0,0,0
8.513741905468425,47.41824004241843,8046,0,0,2,10,0,0,0,13,1,0,0,0,0,1,0,0,0,0
8.516392300093425,47.41824001178276,8046,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.519042694716889,47.41823998114709,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
8.521693089338815,47.41823995051142,8052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.524343483959203,47.41823991987575,8046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.526993878578054,47.41823988924008,8046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.529644273195368,47.41823985860441,8046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.532294667811145,47.41823982796874,8052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.534945062425384,47.41823979733308,8052,0,0,2,1,0,0,0,2,4,0,1,0,0,1,0,0,0,0
8.537595457038087,47.4182397666974,8052,0,0,8,5,0,0,0,35,1,0,1,0,0,0,0,0,0,0
8.540245851649251,47.41823973606174,8052,0,0,4,7,0,0,0,6,0,0,0,0,0,1,0,1,0,0
8.542896246258879,47.41823970542608,8052,0,0,7,14,1,2,0,20,0,0,1,0,0,0,0,0,0,0
8.545546640866968,47.41823967479041,8052,0,5,8,23,0,0,0,17,0,0,2,0,0,2,0,5,0,0
8.548197035473521,47.41823964415475,8052,0,3,7,15,0,0,0,46,0,0,0,0,0,0,0,3,0,0
8.550847430078536,47.41823961351908,8052,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
8.553497824682013,47.41823958288341,8052,0,3,2,6,0,2,0,3,0,0,0,0,0,0,0,1,0,0
8.556148219283953,47.41823955224774,8050,0,2,1,9,0,0,0,0,0,0,2,0,0,2,0,0,1,0
8.558798613884356,47.41823952161207,8052,0,0,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.561449008483221,47.4182394909764,8152,0,0,10,28,0,4,0,0,0,0,1,0,0,1,0,0,1,0
8.564099403080549,47.41823946034075,8152,0,0,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0
8.566749797676339,47.41823942970509,8152,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0
8.569400192270592,47.41823939906942,8050,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.572050586863309,47.41823936843375,8304,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.574700981454487,47.41823933779809,8304,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.577351376044129,47.41823930716242,8304,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.580001770632233,47.41823927652676,8304,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8.5826521652188,47.41823924589109,8304,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8.585302559803829,47.41823921525543,8304,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8.587952954387321,47.41823918461976,8304,0,0,10,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
8.590603348969275,47.41823915398408,8304,0,0,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8.593253743549692,47.41823912334841,8304,0,1,6,13,0,2,0,0,0,0,0,0,0,2,0,0,0,0
8.595904138128571,47.41823909271273,8304,0,1,3,15,0,1,0,0,0,0,0,0,0,3,0,0,0,0
8.598554532705913,47.41823906207706,8304,0,0,9,7,0,0,0,0,1,0,0,0,0,0,0,1,1,0
8.601204927281717,47.41823903144138,8304,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.603855321855985,47.41823900080571,8304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.473985985908925,47.41644006894568,8049,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.476636290210925,47.41644003831193,8049,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.479286594511386,47.41644000767818,8049,0,0,2,17,0,0,0,1,0,0,0,0,0,3,0,0,0,0
8.481936898810311,47.41643997704443,8049,0,1,2,12,0,1,0,0,0,0,0,0,0,3,0,0,0,0
8.484587203107699,47.41643994641069,8049,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.487237507403551,47.41643991577695,8049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.489887811697864,47.41643988514321,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.492538115990641,47.41643985450946,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.495188420281881,47.41643982387571,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.497838724571583,47.41643979324196,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.500489028859748,47.41643976260821,8046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.503139333146377,47.41643973197446,8046,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.505789637431468,47.41643970134071,8046,0,0,9,19,0,2,0,5,0,0,0,0,0,0,0,0,0,0
8.508439941715022,47.41643967070696,8046,0,0,6,24,0,0,0,21,0,0,0,0,0,0,0,0,0,0
8.511090245997039,47.41643964007321,8046,0,1,6,27,0,0,0,26,0,0,0,0,0,0,0,0,0,0
8.513740550277518,47.41643960943946,8046,0,2,7,23,0,2,0,16,0,0,1,0,0,2,0,1,0,0
8.516390854556461,47.41643957880571,8046,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.519041158833867,47.41643954817197,8046,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.521691463109734,47.41643951753822,8046,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0
8.524341767384065,47.41643948690447,8046,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.52699207165686,47.41643945627072,8046,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.529642375928116,47.41643942563697,8046,0,0,2,20,0,0,0,8,0,0,0,0,0,0,0,0,0,0
8.532292680197836,47.41643939500322,8046,0,0,7,18,0,1,0,20,0,0,0,0,0,0,0,0,0,0
8.534942984466019,47.41643936436947,8050,0,0,1,11,0,2,0,25,0,0,0,0,0,0,0,0,0,0
8.537593288732664,47.41643933373572,8050,0,0,8,18,0,2,0,8,0,0,1,0,0,1,0,0,0,0
8.540243592997772,47.41643930310197,8050,0,0,2,11,0,0,0,8,2,0,0,0,0,8,0,2,1,0
8.542893897261344,47.41643927246823,8050,0,0,13,30,0,0,0,8,1,0,0,0,0,2,0,0,0,0
8.545544201523377,47.41643924183448,8050,0,7,9,36,0,4,0,11,0,1,1,0,0,2,0,9,1,0
8.548194505783874,47.41643921120073,8052,0,0,14,8,0,0,0,44,0,0,1,0,0,1,0,1,0,0
8.550844810042834,47.41643918056698,8052,0,2,7,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0
8.553495114300256,47.41643914993324,8050,0,2,1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
8.556145418556142,47.41643911929949,8050,0,0,1,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0
8.558795722810491,47.41643908866574,8050,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0
8.561446027063301,47.41643905803199,8052,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0
8.564096331314575,47.41643902739824,8152,0,0,7,7,0,0,0,0,0,0,2,0,0,0,0,2,0,0
8.566746635564312,47.41643899676449,8152,0,0,4,16,0,2,0,0,1,0,2,0,0,0,0,0,2,0
8.569396939812512,47.41643896613074,8050,0,0,2,15,0,5,0,7,1,0,1,0,0,1,0,0,0,0
8.572047244059174,47.416438935497,8050,0,0,0,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8.5746975483043,47.41643890486324,8304,9,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.577347852547888,47.4164388742295,8304,0,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8.579998156789939,47.41643884359575,8304,0,1,3,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0
8.582648461030454,47.416438812962,8304,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.58529876526943,47.41643878232825,8304,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8.58794906950687,47.4164387516945,8304,0,2,9,9,0,1,0,0,1,0,2,0,0,0,1,0,0,2
8.590599373742773,47.41643872106074,8304,0,4,6,6,0,2,0,0,1,0,1,0,0,0,1,1,1,0
8.593249677977138,47.416438690427,8304,0,1,4,18,0,0,0,0,0,0,3,0,0,1,0,0,1,0
8.595899982209966,47.41643865979325,8304,0,0,6,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0
8.598550286441258,47.41643862915951,8304,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.601200590671011,47.41643859852576,8304,0,0,6,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0
8.603850894899228,47.41643856789201,8304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.473985985908925,47.41463963546622,8049,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.476636199873635,47.41463960483438,8049,0,0,4,25,0,0,0,21,0,0,1,0,0,1,0,1,0,0
8.479286413836808,47.41463957420255,8049,0,0,5,19,0,1,0,28,0,0,0,0,0,5,0,1,0,0
8.481936627798445,47.41463954357073,8049,0,3,2,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0
8.484586841758544,47.4146395129389,8049,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.487237055717106,47.41463948230707,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.489887269674131,47.41463945167525,8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.49253748362962,47.41463942104342,8049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.495187697583573,47.41463939041159,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.497837911535987,47.41463935977977,8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.500488125486864,47.41463932914794,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.503138339436205,47.41463929851611,8046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50578855338401,47.41463926788428,8046,0,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
8.508438767330277,47.41463923725245,8046,0,0,3,33,0,2,0,19,1,0,3,0,0,0,0,0,0,0
8.511088981275007,47.41463920662063,8046,0,0,5,21,0,0,0,4,1,0,0,0,0,1,0,0,0,0
8.5137391952182,47.4146391759888,8046,0,1,7,14,0,0,0,18,0,0,0,0,0,1,0,0,0,0
8.516389409159856,47.41463914535696,8046,0,1,4,13,0,0,0,22,0,0,0,0,0,0,0,0,1,0
8.519039623099976,47.41463911472514,8046,0,4,24,28,0,5,0,1,0,0,1,0,0,2,0,5,0,0
8.52168983703856,47.41463908409331,8046,0,1,4,11,0,0,0,4,1,0,1,0,0,6,0,1,1,0
8.524340050975605,47.41463905346149,8046,0,0,1,12,0,0,0,15,1,0,1,0,0,2,0,0,1,0
8.526990264911113,47.41463902282966,8046,0,0,10,30,0,2,0,8,0,0,0,0,0,1,0,0,0,0
8.529640478845085,47.41463899219783,8046,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.53229069277752,47.414638961566,8050,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,3,0,0
8.534940906708419,47.41463893093417,8050,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.537591120637781,47.41463890030235,8050,0,0,8,19,0,1,0,5,0,0,1,0,0,7,0,1,3,0
8.540241334565605,47.41463886967053,8050,0,3,7,20,0,1,0,4,2,0,2,0,0,5,0,7,2,1
8.542891548491893,47.4146388390387,8050,0,3,7,34,0,0,0,2,3,0,4,0,0,3,0,2,1,0
8.545541762416644,47.41463880840688,8050,0,11,13,37,0,0,0,14,0,0,0,0,0,1,4,2,1,0
8.548191976339858,47.41463877777505,8050,0,0,12,12,0,0,0,10,0,0,0,0,0,0,0,1,1,0
8.550842190261536,47.41463874714322,8050,0,11,10,16,0,4,0,0,0,1,1,0,0,0,0,2,0,0
8.553492404181675,47.41463871651139,8050,0,0,7,17,0,1,0,0,0,0,7,0,0,2,0,0,0,0
8.556142618100278,47.41463868587956,8050,0,0,1,12,0,1,0,4,0,0,3,0,0,1,0,2,0,0
8.558792832017344,47.41463865524774,8050,0,0,6,16,0,1,0,7,0,0,4,0,0,2,0,2,1,0
8.561443045932874,47.41463862461591,8050,0,0,5,13,0,1,0,9,1,0,2,0,0,6,0,1,1,0
8.564093259846867,47.41463859398409,8050,0,0,1,8,0,1,0,0,1,0,2,0,0,1,0,0,0,0
8.566743473759322,47.41463856335226,8050,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.569393687670241,47.41463853272042,8050,0,0,3,21,0,0,0,0,1,0,0,0,0,3,0,0,0,0
8.572043901579622,47.4146385020886,8050,0,0,4,11,0,0,0,14,1,0,0,0,0,0,0,1,0,0
8.574694115487468,47.41463847145677,8304,6,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0
8.577344329393776,47.41463844082494,8304,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
8.579994543298548,47.41463841019311,8304,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
8.582644757201782,47.41463837956128,8304,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.58529497110348,47.41463834892946,8304,0,2,6,11,0,2,0,0,0,0,0,0,0,0,0,0,1,1
8.58794518500364,47.41463831829763,8304,0,2,9,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0
8.590595398902265,47.4146382876658,8304,0,0,6,9,0,1,0,0,1,0,2,0,0,0,0,3,0,1
8.593245612799352,47.41463825703397,8304,0,0,13,30,0,1,0,0,0,0,1,0,0,0,0,2,5,0
8.595895826694901,47.41463822640214,8304,0,0,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.598546040588914,47.41463819577032,8304,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.60119625448139,47.41463816513848,8304,0,0,7,4,0,0,0,0,1,0,0,0,0,3,0,0,0,1
8.60384646837233,47.41463813450666,8304,0,0,5,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0
